Date,Réel,Prédiction,Résidu
2023-08-01,224,224.1886588402532,-0.188658840253197
2023-09-01,233,227.43961183633576,5.560388163664243
2023-10-01,224,226.36242012414675,-2.3624201241467517
2023-11-01,230,226.7193437666008,3.2806562333992133
2023-12-01,232,226.6010783871877,5.398921612812302
