Date,Réel,Prédiction,Résidu
2023-08-01,224,224.74822761476238,-0.748227614762385
2023-09-01,233,227.28579388024244,5.714206119757563
2023-10-01,224,226.58979291052805,-2.589792910528047
2023-11-01,230,226.7806913144173,3.219308685582689
2023-12-01,232,226.72833190373657,5.271668096263426
